64996386		A.C.T.H. BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Non commercialisée	
63504750	JULUCA 50 mg/25 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
67572599	JUNALIZA 10 mg/10 mg, gélule	gélule	orale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0427250
63501238	JUNALIZA 20 mg/10 mg, gélule	gélule	orale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0427251
69041978	JUNALIZA 40 mg/10 mg, gélule	gélule	orale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0427252
69998996	JUNIMIN, solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure décentralisée	Commercialisée	0334309
67390671	JUNIPERUS COMMUNIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
68131426	JUNIPERUS COMMUNIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
66525454	JUNIPERUS OXYCEDRUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Non commercialisée	
61460440	JUNOD 60 mg, solution injectable en seringue préremplie	solution injectable	sous-cutanée	Autorisation active	Procédure centralisée	Non commercialisée	
64791118	JUSTICIA ADHATODA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
68058017	JUSTOR 0,5 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0166483
68024310	JUSTOR 1 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale	Autorisation abrogée	Procédure de reconnaissance mutuelle	Non commercialisée	0260891
66804856	JUSTOR 2,5 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale	Autorisation abrogée	Procédure de reconnaissance mutuelle	Non commercialisée	0260890
61867201	JYSELECA 100 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
69858631	JYSELECA 200 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
61374112	KABIKINASE 1 500 000 UI, lyophilisat pour usage parentéral	lyophilisat pour usage parentéral	intracoronaire;intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
67690925	KABIMIX 1200 KCal, émulsion injectable pour perfusion en poche	émulsion injectable pour perfusion	intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
66247478	KABIMIX 1400 KCal, émulsion pour perfusion	émulsion pour perfusion	intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
69658627	KABIMIX 1800 KCal, émulsion injectable pour perfusion en poche	émulsion injectable pour perfusion	intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
61490533	KABIMIX 2400 KCal, émulsion injectable pour perfusion en poche	émulsion injectable pour perfusion	intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
64133846	KABIMIX 3000 KCal, émulsion injectable pour perfusion en poche	émulsion injectable pour perfusion	intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
63337059	KABIVEN, émulsion pour perfusion	solution et  solution et  émulsion pour perfusion	intraveineuse	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0412265
65415186	KACELRIC SANS SUCRE, solution buvable en flacon édulcorée au cyclamate de sodium	solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
61223053	KACELRIC SANS SUCRE, solution buvable en sachet édulcorée au cyclamate de sodium	solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
62170212	KADCYLA 100 mg, poudre pour solution à diluer pour perfusion	poudre pour solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure centralisée	Commercialisée	
64565603	KADCYLA 160 mg, poudre pour solution à diluer pour perfusion	poudre pour solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure centralisée	Commercialisée	
61614988	KADRIGINE 100 mg, comprimé dispersible ou à croquer	comprimé dispersible ou à croquer	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0179555
61065105	KADRIGINE 200 mg, comprimé dispersible ou à croquer	comprimé dispersible ou à croquer	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0179554
60561924	KADRIGINE 25 mg, comprimé dispersible ou à croquer	comprimé dispersible ou à croquer	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0179556
69275098	KAFTRIO 37,5 mg/25 mg/50 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
62104529	KAFTRIO 60 mg/40 mg/80 mg, granulés en sachet	granulés	orale	Autorisation active	Procédure centralisée	Commercialisée	
67875361	KAFTRIO 75 mg/50 mg/100 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
66594621	KAFTRIO 75 mg/50 mg/100 mg, granulés en sachet	granulés	orale	Autorisation active	Procédure centralisée	Commercialisée	
62017800	KALDENN 4,32 - 5,28 GBq, générateur radiopharmaceutique	générateur radiopharmaceutique	intraveineuse	Autorisation active	Procédure nationale	Commercialisée	0414427
63382862	KALEORID LP 1000 mg, comprimé à libération prolongée	comprimé pelliculé à libération prolongée	orale	Autorisation active	Procédure nationale	Commercialisée	0364558
61958925	KALEORID LP 600 mg, comprimé à libération prolongée	comprimé enrobé à libération prolongée	orale	Autorisation active	Procédure nationale	Commercialisée	0364557
69474926	KALETRA (80 mg + 20 mg)/ml, solution buvable	solution buvable	orale	Autorisation active	Procédure centralisée	Commercialisée	
64629002	KALETRA 100 mg/25 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
69859103	KALETRA 133,3 mg/33,3 mg, capsule molle	capsule molle	orale	Autorisation archivée	Procédure centralisée	Non commercialisée	
67969992	KALETRA 200 mg/50 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
65578226	KALI PHOS COMPLEXE N°100, comprimé sublingual	comprimé	sublinguale	Autorisation active	Procédure nationale	Commercialisée	0327850
63896881	KALIALE 50 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0185812
67359672	KALILACTASOL, solution pour hémofiltration, solution pour hémodialyse, pour hémodialyse continue	solution pour hémofiltration pour hémodialyse	hémodialyse;intraveineuse	Autorisation abrogée	Procédure de reconnaissance mutuelle	Non commercialisée	
67577233	KALINOX 50 %/50 %, gaz médicinal comprimé	gaz	inhalée	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0424215
66093838	KALIUM ARSENICOSUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
68080323	KALIUM ARSENICOSUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
64778715	KALIUM BICHROMICUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre	orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
66367029	KALIUM BICHROMICUM FERRIER, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	granules	orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
61197199	KALIUM BICHROMICUM LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
65560776	KALIUM BICHROMICUM WELEDA, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH	granules et  poudre et  solution en gouttes en gouttes	orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
63736282	KALIUM BROMATUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
65752036	KALIUM BROMATUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
68524034	KALIUM BROMATUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
67505091	KALIUM BROMATUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  poudre et  solution en gouttes en gouttes	orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
69832202	KALIUM CARBONICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
60380315	KALIUM CARBONICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
60373178	KALIUM CARBONICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
67738220	KALIUM CARBONICUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  poudre et  solution en gouttes en gouttes	orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
66118280	KALIUM CHLORICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
66332010	KALIUM IODATUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
65837718	KALIUM IODATUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
65642981	KALIUM IODATUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
68469239	KALIUM IODATUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  poudre et  solution en gouttes en gouttes	orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
66487879	KALIUM MURIATICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
67635551	KALIUM MURIATICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
65175168	KALIUM MURIATICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
63918687	KALIUM MURIATICUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  poudre et  solution en gouttes en gouttes	orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
60662186	KALIUM NITRICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
64715825	KALIUM NITRICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
61858768	KALIUM NITRICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
67351316	KALIUM PHOSPHORICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
66085898	KALIUM PHOSPHORICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
67346447	KALIUM PHOSPHORICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
69488388	KALIUM PHOSPHORICUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  poudre et  solution en gouttes en gouttes	orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
68735953	KALIUM SULFURICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
66898752	KALIUM SULFURICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
62115707	KALIUM SULFURICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
66232088	KALIUM SULFURICUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  poudre et  solution en gouttes en gouttes	orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
69176431	KALMIA COMPLEXE N°18, solution buvable en gouttes	solution buvable en gouttes	sublinguale	Autorisation abrogée	Procédure nationale	Non commercialisée	0327014
62690309	KALMIA LATIFOLIA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
66960428	KALMIA LATIFOLIA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
68809873	KALMIA LATIFOLIA WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	granules et  solution en gouttes en gouttes	orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
60026494	KALOBA 20 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Enreg phyto (Proc. Nat.)	Commercialisée	0355518
66310601	KALOBA, solution buvable	solution buvable	orale	Autorisation archivée	Enreg phyto (Proc. Nat.)	Non commercialisée	0355907
60216903	KALOSSO 150 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure décentralisée	Non commercialisée	0177075
67579729	KALOSSO 50 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0176966
67851912	KALYDECO 13,4 mg, granulés en sachet	granulés	orale	Autorisation active	Procédure centralisée	Commercialisée	
65036318	KALYDECO 150 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
65261329	KALYDECO 25 mg, granulés en sachet	granulés	orale	Autorisation active	Procédure centralisée	Commercialisée	
66701315	KALYDECO 50 mg, granulés en sachet	granulés	orale	Autorisation active	Procédure centralisée	Commercialisée	
62159618	KALYDECO 59,5 mg, granulés en sachet	granulés	orale	Autorisation active	Procédure centralisée	Commercialisée	
66150577	KALYDECO 75 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure centralisée	Commercialisée	
68381052	KALYDECO 75 mg, granulés en sachet	granulés	orale	Autorisation active	Procédure centralisée	Commercialisée	
67824819	KAMILLO, solution buvable en gouttes	solution buvable en gouttes	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
68528164	KAMILLOSAN, collutoire	collutoire	voie buccale autre	Autorisation archivée	Procédure nationale	Non commercialisée	
65342083	KAMILLOSAN, solution à diluer pour bain de bouche et gargarisme	solution à diluer pour bain de bouche et pour gargarisme	voie buccale autre	Autorisation archivée	Procédure nationale	Non commercialisée	
61950298	KAMYCINE 1 g, solution injectable	solution injectable	intramusculaire;intrathécale;intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
60074980	KAMYCINE 500 mg, solution injectable	solution injectable	intramusculaire;intrathécale;intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
65328906	KANEURON 5,4 POUR CENT, solution buvable en gouttes	solution buvable en gouttes	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0311344
61529324	KANJINTI 150 mg, poudre pour solution à diluer pour perfusion	poudre pour solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure centralisée	Commercialisée	
61193788	KANJINTI 420 mg, poudre pour solution à diluer pour perfusion	poudre pour solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure centralisée	Commercialisée	
69321040	KANOKAD 25 UI/mL de facteur IX, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse	Autorisation active	Procédure nationale	Non commercialisée	0402087
68773758	KANUMA 2 mg/ml,solution à diluer pour perfusion	solution à diluer pour perfusion	intraveineuse	Autorisation active	Procédure centralisée	Commercialisée	
67256761	KAOBROL, comprimé à croquer	comprimé à croquer	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0221489
65510499	KAOGRAM 1 mg/mL, collyre en solution	collyre en solution	ophtalmique	Autorisation active	Procédure décentralisée	Non commercialisée	0434635
62381191	KAOLOGEAIS, granulés	granulés	orale	Autorisation suspendue	Procédure nationale	Non commercialisée	0126696
62787523	KAOMUTH, poudre orale en sachet	poudre	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0169488
64265634	KAPANEK 2 %, crème	crème	cutanée	Autorisation active	Procédure nationale	Non commercialisée	0422156
66457327	KAPANOL L.P. 100 mg, gélule à libération prolongée	gélule à libération prolongée	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0130668
63725040	KAPANOL L.P. 20 mg, gélule à libération prolongée	gélule à libération prolongée	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0130623
65749321	KAPANOL L.P. 50 mg, gélule à libération prolongée	gélule à libération prolongée	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0130659
60144119	KAPRUVIA 50 microgrammes/mL, solution injectable	solution injectable	intraveineuse	Autorisation active	Procédure centralisée	Commercialisée	
61026643	KARAYAL, granulés	granulés	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0381011
69223475	KARBIS 16 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure décentralisée	Non commercialisée	0205618
61199175	KARBIS 32 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure décentralisée	Non commercialisée	0205621
62879007	KARBIS 4 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure décentralisée	Non commercialisée	0205622
63991272	KARBIS 8 mg, comprimé	comprimé	orale	Autorisation archivée	Procédure décentralisée	Non commercialisée	0205619
61348441	KARDEGIC 160 mg, poudre pour solution buvable en sachet	poudre pour solution buvable	orale	Autorisation active	Procédure nationale	Commercialisée	0445571
68815221	KARDEGIC 300 mg, poudre pour solution buvable en sachet	poudre pour solution buvable	orale	Autorisation active	Procédure nationale	Commercialisée	0444252
67980049	KARDEGIC 500 mg/5 ml, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse	Autorisation archivée	Procédure nationale	Non commercialisée	0143698
64755969	KARDEGIC 75 mg, poudre pour solution buvable en sachet-dose	poudre pour solution buvable	orale	Autorisation active	Procédure nationale	Commercialisée	0447081
67247470	KAREGUL, poudre pour suspension buvable	poudre pour suspension buvable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
60693801	KARELYNE, gel pour application locale	gel pour application	rectale	Autorisation archivée	Procédure nationale	Non commercialisée	
62914611	KARNODYL 5 mg/5 ml, solution injectable en ampoule	solution injectable	intraveineuse	Autorisation active	Procédure nationale	Commercialisée	0341867
69583434	KASKADIL, poudre et solvant pour solution injectable	poudre et  solvant pour solution injectable	intraveineuse	Autorisation archivée	Procédure nationale	Non commercialisée	0139133
63375387	KASTLUTEMON 10 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure de reconnaissance mutuelle	Non commercialisée	0203955
68023856	KASTLUTEMON 4 mg, comprimé à croquer	comprimé à croquer	orale	Autorisation archivée	Procédure de reconnaissance mutuelle	Non commercialisée	0204162
64865312	KASTLUTEMON 5 mg, comprimé à croquer	comprimé à croquer	orale	Autorisation archivée	Procédure de reconnaissance mutuelle	Non commercialisée	0204153
61936850	KAVIGALE 300 mg, solution injectable/pour perfusion	solution injectable ou pour perfusion	intramusculaire;intraveineuse	Autorisation active	Procédure centralisée	Non commercialisée	
64360751	KAYEXALATE, poudre pour suspension orale et rectale	poudre pour suspension et	orale;rectale	Autorisation active	Autorisation d'importation parallèle	Commercialisée	
65475361	KAYEXALATE, poudre pour suspension orale et rectale	poudre pour suspension et	orale;rectale	Autorisation active	Autorisation d'importation parallèle	Commercialisée	
67499717	KAYEXALATE, poudre pour suspension orale et rectale	poudre pour suspension et	orale;rectale	Autorisation active	Procédure nationale	Commercialisée	0446781
62073400	KAYEXALATE, poudre pour suspension orale et rectale	poudre pour suspension et	orale;rectale	Autorisation abrogée	Autorisation d'importation parallèle	Non commercialisée	
67911925	KAYFANDA 1200 microgrammes, gélule	gélule	orale	Autorisation active	Procédure centralisée	Commercialisée	
60103243	KAYFANDA 200 microgrammes, gélule	gélule	orale	Autorisation active	Procédure centralisée	Commercialisée	
61087240	KAYFANDA 400 microgrammes, gélule	gélule	orale	Autorisation active	Procédure centralisée	Commercialisée	
69332371	KAYFANDA 600 microgrammes, gélule	gélule	orale	Autorisation active	Procédure centralisée	Commercialisée	
69428971	KEAL 1 g, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0360860
68928009	KEAL 1 g, suspension buvable en sachet	suspension buvable	orale	Autorisation active	Procédure nationale	Commercialisée	0369722
66562004	KEAL 1g/5 ml, suspension buvable en flacon	suspension buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
60602431	KEAL 2 g, suspension buvable en sachet	suspension buvable	orale	Autorisation active	Procédure nationale	Commercialisée	0369723
62896704	KEFANDOL 750 mg, poudre pour préparation injectable	poudre pour préparation injectable	intramusculaire;intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
68083223	KEFLIN 1 g, poudre pour préparation injectable	poudre pour préparation injectable	intramusculaire;intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
64064987	KEFORAL 1 g, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	0331063
67515064	KEFORAL 125 mg/5 ml, poudre pour suspension buvable en flacon	poudre pour suspension buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0127460
61113105	KEFORAL 250 mg, poudre pour suspension buvable en sachet-dose	poudre pour suspension buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
61386381	KEFORAL 250 mg/5 ml, poudre pour suspension buvable en flacon	poudre pour suspension buvable	orale	Autorisation active	Procédure nationale	Commercialisée	0331123
68446571	KEFORAL 500 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Commercialisée	0331064
64401931	KEFORAL 500 mg/5 ml, poudre pour suspension buvable	poudre pour suspension buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
61461948	KEFORT 150 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation archivée	Procédure décentralisée	Non commercialisée	0202181
69802337	KEFZOL 1 g, poudre et solution pour préparation injectable (IM)	poudre et  solution pour préparation injectable	intramusculaire	Autorisation abrogée	Procédure nationale	Non commercialisée	
66089715	KEFZOL 1 g, poudre et solution pour préparation injectable (IV)	poudre et  solution pour préparation injectable	intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
60677213	KEFZOL 2 g, poudre pour préparation injectable	poudre pour préparation injectable	intramusculaire;intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
60585462	KEFZOL 250 mg I.V., poudre et solution pour préparation injectable	poudre et  solution pour préparation injectable	intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
69322594	KEFZOL 500 mg I M, poudre et solution pour préparation injectable	poudre et  solution pour préparation injectable	intramusculaire	Autorisation abrogée	Procédure nationale	Non commercialisée	
61951069	KEFZOL 500 mg I V, poudre et solution pour préparation injectable	poudre et  solution pour préparation injectable	intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
62614400	KELOCYANOR 1,5 POUR CENT, solution injectable I.V.	solution injectable	intraveineuse	Autorisation active	Procédure nationale	Non commercialisée	0226078
69352420	KELSEF 250 mg, granulé pour suspension buvable en sachet-dose	granulés pour suspension buvable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
68744315	KELSEF 500 mg, gélule	gélule	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0126730
65061047	KENACORT RETARD 40 mg/1 ml, suspension injectable	suspension injectable	intraarticulaire;intralésionnelle;intramusculaire	Autorisation active	Procédure nationale	Commercialisée	0437727
62899127	KENACORT RETARD 80 mg/2 ml, suspension injectable	suspension injectable	intraarticulaire;intralésionnelle;intramusculaire	Autorisation abrogée	Procédure nationale	Non commercialisée	0415991
67626292	KENALCOL, solution pour application cutanée	solution pour application	cutanée	Autorisation abrogée	Procédure nationale	Non commercialisée	
63735593	KENDIX 5 POUR CENT, crème	crème	cutanée	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0365115
