64996386		A.C.T.H. BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Non commercialisée	
65089573	PARACETAMOL VIATRIS CONSEIL 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure décentralisée	Commercialisée	0436198
68630258	PARACETAMOL VIATRIS SANTE 1000 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure nationale	Commercialisée	0440380
64964381	PARACETAMOL VITAMINE C RPG 330 mg/200 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
64691502	PARACETAMOL VJ-PHARM 500 mg, granulés orodispersibles	granulés orodispersible	orale	Autorisation active	Procédure nationale	Commercialisée	0401952
68518362	PARACETAMOL WINTHROP 1 g, comprimé	comprimé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0171698
66268255	PARACETAMOL WINTHROP 1 g, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0171697
62909621	PARACETAMOL ZENTIVA 1000 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Non commercialisée	0429504
64606306	PARACETAMOL ZENTIVA 1000 mg, comprimé effervescent sécable	comprimé effervescent(e) sécable	orale	Autorisation active	Procédure nationale	Non commercialisée	0429492
66400810	PARACETAMOL ZENTIVA 500 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0429484
67445776	PARACETAMOL ZENTIVA 500 mg, gélule	gélule	orale	Autorisation active	Procédure nationale	Commercialisée	0429506
64500406	PARACETAMOL ZENTIVA CONSEIL 500 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0275597
64071896	PARACETAMOL ZENTIVA CONSEIL 500 mg, comprimé sécable	comprimé sécable	orale	Autorisation archivée	Procédure décentralisée	Non commercialisée	0433808
68957758	PARACETAMOL ZENTIVA K.S. 500 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0429477
60950142	PARACETAMOL ZENTIVA LAB 1 g, comprimé	comprimé	orale	Autorisation active	Procédure décentralisée	Commercialisée	0433805
61411557	PARACETAMOL ZENTIVA LAB 500 mg, comprimé sécable	comprimé sécable	orale	Autorisation active	Procédure décentralisée	Commercialisée	0433807
65881579	PARACETAMOL ZYDUS 1 g, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0429478
65827097	PARACETAMOL ZYDUS 500 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0429759
63889506	PARACETAMOL ZYDUS FRANCE 500 mg, gélule	gélule	orale	Autorisation active	Procédure nationale	Commercialisée	0429761
63446247	PARACETAMOL-CHLORPHENAMINE-PHENYLPROPANOLAMINE GNR, granulés pour solution buvable en sachet-dose	granulés pour solution buvable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0068919
64898141	PARACETAMOL/CAFEINE CHANELLE 500 mg/65 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0348588
69891955	PARACETAMOL/CAFEINE PHARMACLAN 500 mg/65 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure décentralisée	Non commercialisée	0391190
63399979	PARACETAMOL/CAFEINE/CODEINE ARROW 400 mg/50 mg/20 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0431428
64635076	PARACETAMOL/CAFEINE/CODEINE BIOGARAN 400 mg/50 mg/20 mg, gélule	gélule	orale	Autorisation active	Procédure nationale	Commercialisée	0444775
61586325	PARACETAMOL/CAFEINE/CODEINE VENIPHARM 400 mg/50 mg/20 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Non commercialisée	0431430
64409077	PARACETAMOL/CAFEINE/CODEINE VIATRIS 400 mg/50 mg/20 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0431426
60473805	PARACETAMOL/CHLORPHENAMINE URGO 500 mg/4 mg, gélule	gélule	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0376926
62732886	PARACETAMOL/CINEOLE MONOT 200 mg/70 mg, suppositoire	suppositoire	rectale	Autorisation archivée	Procédure nationale	Non commercialisée	
68000843	PARACETAMOL/CODEINE ACCORD 500 mg/30 mg, comprimé	comprimé	orale	Autorisation active	Procédure décentralisée	Non commercialisée	0446104
68474097	PARACETAMOL/CODEINE ACCORD 500 mg/30 mg, comprimé effervescent	comprimé effervescent(e)	orale	Autorisation active	Procédure décentralisée	Non commercialisée	0446697
61444913	PARACETAMOL/CODEINE ALTISO 500 mg/30 mg, comprimé	comprimé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0387940
69458587	PARACETAMOL/CODEINE BIOGARAN 500 mg/30 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0444774
62110311	PARACETAMOL/CODEINE PIERRE FABRE 300 mg/25 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Non commercialisée	0445162
69722236	PARACETAMOL/CODEINE PIERRE FABRE 600 mg/50 mg, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Non commercialisée	0445161
60009573	PARACETAMOL/CODEINE TEVA 500 mg/30 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure décentralisée	Non commercialisée	0432104
66384797	PARACETAMOL/CODEINE VIATRIS 500 mg/30 mg, comprimé	comprimé	orale	Autorisation active	Procédure décentralisée	Commercialisée	0432267
67673783	PARACETAMOL/IBUPROFENE MEDIPHA 500 mg/200 mg, comprimé pelliculé	comprimé pelliculé	orale	Autorisation active	Procédure nationale	Non commercialisée	0430970
64410193	PARACETAMOL/POUDRE D'OPIUM MYLAN 500 mg/25 mg, gélule	gélule	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0283736
64325323	PARACETAMOL/VITAMINE C /PHENIRAMINE IBD3 500 mg/200 mg/25 mg, sans sucre, poudre pour solution buvable en sachet édulcorée à l’aspartam	poudre pour solution buvable	orale	Autorisation active	Procédure nationale	Non commercialisée	0356199
69610931	PARACETAMOL/VITAMINE C/PHENIRAMINE BMS ADULTES SANS SUCRE, granulés pour solution buvable en sachet édulcoré à l’aspartam	granulés pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0350671
64746240	PARACETAMOL/VITAMINE C/PHENIRAMINE BYMEDIS PHARMA 500 mg/200 mg/25 mg, poudre pour solution buvable en sachet	poudre pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0273802
67851780	PARACETAMOL/VITAMINE C/PHENIRAMINE IBD3 PHARMA CONSULTING 500 mg/200 mg/25 mg, poudre pour solution buvable en sachet édulcorée à l’aspartam PARACETAMOL/PHENIRAMINE IBD3 PHARMA CONSULTING 500 mg/25 mg, poudre pour solution buvable en sachet édulcorée à l’	poudre buvable buvable et  poudre buvable buvable pour solution buvable	orale	Autorisation active	Procédure nationale	Non commercialisée	0363435
65625423	PARACETAMOL/VITAMINE C/PHENIRAMINE IBD3 PHARMA CONSULTING SANS SUCRE 500 mg/200 mg/25 mg + PARACETAMOL/PHENIRAMINE IBD3 PHARMA CONSULTING SANS SUCRE 500 mg/25 mg, poudre pour solution buvable en sachet édulcorée à l’aspartam	granulés et  granulés	orale	Autorisation active	Procédure nationale	Non commercialisée	0338623
61621858	PARACETAMOL/VITAMINE C/PHENIRAMINE MYLAN CONSEIL 500 mg/200 mg/25 mg, poudre pour solution buvable en sachet	poudre pour solution buvable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0420406
61860121	PARACETAMOL/VITAMINE C/PHENIRAMINE SANDOZ CONSEIL 500 mg/200 mg/25 mg, poudre pour solution buvable en sachet	poudre pour solution buvable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0339687
65447593	PARACETAMOL/VITAMINE C/PHENIRAMINE UPSA ADULTES SANS SUCRE, granulés pour solution buvable en sachet édulcoré à l’aspartam	granulés pour solution buvable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0349774
62305336	PARACETAMOL/VITAMINE C/PHENIRAMINE URGO 500 mg/200 mg/25 mg, poudre pour solution buvable en sachet édulcorée à l’aspartam. PARACETAMOL/PHENIRAMINE URGO 500 mg/25 mg, poudre pour solution buvable en sachet édulcorée à l’aspartam	poudre buvable buvable et  poudre buvable buvable	orale	Autorisation active	Procédure nationale	Non commercialisée	0446603
60759678	PARACETAMOL/VITAMINE C/PHENIRAMINE VIATRIS CONSEIL SANS SUCRE 500 mg/200 mg/25 mg, poudre pour solution buvable en sachet édulcorée à l’aspartam	poudre pour solution buvable	orale	Autorisation active	Procédure nationale	Commercialisée	0429274
66865154	PARACETAMOL/VITAMINE C/PSEUDOEPHEDRINE UPSA 500 mg/200 mg/60 mg, comprimé pelliculé - PARACETAMOL/CHLORPHENAMINE UPSA 500 mg/4 mg, comprimé pelliculé	comprimé pelliculé et  comprimé pelliculé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0338642
67052577	PARADENTOSE FLUID, solution pour usage dentaire	solution pour usage dentaire	gingivale	Autorisation abrogée	Procédure nationale	Non commercialisée	
69418322	PARADENTOSE PASTE, pâte pour usage dentaire	pâte pour usage dentaire	gingivale	Autorisation abrogée	Procédure nationale	Non commercialisée	
67658589	PARAGRIPPE, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Commercialisée	0386488
64509711	PARALYOC 125 mg, lyophilisat oral	lyophilisat	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
69323970	PARALYOC 250 mg, lyophilisat oral	lyophilisat	orale	Autorisation active	Procédure nationale	Commercialisée	0436413
60037665	PARALYOC 50 mg, lyophilisat oral	lyophilisat	orale	Autorisation archivée	Procédure nationale	Non commercialisée	
64169778	PARALYOC 500 mg, lyophilisat oral	lyophilisat	orale	Autorisation active	Procédure nationale	Commercialisée	0432265
60632638	PARAMINAN 500 mg, comprimé enrobé	comprimé enrobé	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0258787
65660965	PARAPLATINE 10 mg/ml, solution injectable pour perfusion	solution injectable pour perfusion	intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	0131769
66102116	PARAPLATINE, poudre pour solution injectable	lyophilisat pour perfusion pour usage parentéral	intraveineuse	Autorisation abrogée	Procédure nationale	Non commercialisée	
60188375	PARAPSYLLIUM, poudre pour suspension buvable en pot	poudre pour suspension buvable en pot	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0241729
67174823	PARAPSYLLIUM, poudre pour suspension buvable en sachet	poudre pour suspension buvable	orale	Autorisation active	Procédure nationale	Commercialisée	0441881
63407301	PARASIDOSE, shampooing	shampooing	cutanée	Autorisation archivée	Procédure nationale	Non commercialisée	
62903052	PARATABS 250 mg, comprimé orodispersible	comprimé orodispersible	orale	Autorisation archivée	Procédure décentralisée	Non commercialisée	0182673
68902929	PARATABS 500 mg, comprimé orodispersible	comprimé orodispersible	orale	Autorisation abrogée	Procédure décentralisée	Non commercialisée	0280385
69526846	PARATADOL 1000 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0195532
62133018	PARATADOL 500 mg, comprimé pelliculé sécable	comprimé pelliculé sécable	orale	Autorisation archivée	Procédure nationale	Non commercialisée	0213089
61348217	PARATERAX 8 mg/2,5 mg, comprimé	comprimé	orale	Autorisation active	Procédure décentralisée	Commercialisée	0440842
62230008	PARATHYROIDINUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
60911901	PARATHYROIDINUM WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 crème et solution et granules et poudre	cutanée;orale;sublinguale	Autorisation archivée	Enreg homéo (Proc. Nat.)	Non commercialisée	
61897358	PARATYPHOIDINUM B BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
69946063	PARDOXILE 0,088 mg, comprimé	comprimé	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0173611
64698183	PARDOXILE 0,18 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0172840
69617986	PARDOXILE 0,35 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0173607
69744019	PARDOXILE 0,7 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0173609
66942558	PARDOXILE 1,1 mg, comprimé sécable	comprimé sécable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	0173608
63075817	PAREGORINE 50 POUR CENT, solution buvable, flacon	solution buvable	orale	Autorisation abrogée	Procédure nationale	Non commercialisée	
61660569	PAREGORIQUE LAFRAN, comprimé	comprimé	orale	Autorisation active	Procédure nationale	Non commercialisée	0311387
61484295	PAREIRA BRAVA BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
62556228	PARFENAC 5 POUR CENT, crème	crème	cutanée	Autorisation retirée	Procédure nationale	Non commercialisée	0121410
64222049	PARFENOIDE, crème pour application locale	crème pour application	cutanée	Autorisation retirée	Procédure nationale	Non commercialisée	
66688184	PARGINE 5 g, solution buvable en ampoules	solution buvable	orale	Autorisation active	Procédure nationale	Non commercialisée	0423742
66035518	PARIET 10 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0445072
61280481	PARIET 10 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale	Autorisation abrogée	Autorisation d'importation parallèle	Non commercialisée	
63835526	PARIET 10 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale	Autorisation abrogée	Autorisation d'importation parallèle	Non commercialisée	
64095833	PARIET 10 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale	Autorisation abrogée	Autorisation d'importation parallèle	Non commercialisée	
69478127	PARIET 10mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale	Autorisation abrogée	Autorisation d'importation parallèle	Non commercialisée	
62909137	PARIET 20 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale	Autorisation active	Procédure de reconnaissance mutuelle	Commercialisée	0445071
61724146	PARIET 20 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale	Autorisation abrogée	Autorisation d'importation parallèle	Non commercialisée	
63542473	PARIET 20 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale	Autorisation abrogée	Autorisation d'importation parallèle	Non commercialisée	
67054820	PARIET 20 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale	Autorisation abrogée	Autorisation d'importation parallèle	Non commercialisée	
68644051	PARIET 20 mg, comprimé gastro-résistant	comprimé gastro-résistant(e)	orale	Autorisation abrogée	Autorisation d'importation parallèle	Non commercialisée	
62426804	PARIETARIA OFFICINALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
63278194	PARIS QUADRIFOLIA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
61011680	PARIS QUADRIFOLIA LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH	 comprimé et solution(s) et granules et poudre et pommade	cutanée;orale;sublinguale	Autorisation active	Enreg homéo (Proc. Nat.)	Commercialisée	
