Generic Group	Route	Type	Specialty Name	EPI	EAN13
Groupe générique : ROSUVASTATINE 10 MG COMPRIME ENROBE	ORALE	G	RUSTAL 10 MG COMPRIME ENROBE BOITE DE 90	PROMOPHARM	-
Groupe générique : SALBUTAMOL (SULFATE) 100 µG AEROSOL	RESPIRATOIRE	G	BUTAMYL 100 µG AEROSOL FLACON DE 200 INHALATIONS	GALENICA	6118000190196
Groupe générique : SALBUTAMOL (SULFATE) 100 µG AEROSOL	RESPIRATOIRE	G	INALER 100 µG AEROSOL FLACON 200 DOSES	AFRIC PHAR	6118001250349
Groupe générique : SERTRALINE 100 MG COMPRIME	ORALE	G	LUSTRAL 100 MG COMPRIME BOITE DE 14	GENPHARMA	6118000131328
Groupe générique : SERTRALINE 100 MG COMPRIME	ORALE	G	LUSTRAL 100 MG COMPRIME BOITE DE 28	GENPHARMA	6118000131335
Groupe générique : SERTRALINE (CHLORHYDRATE) 50 MG COMPRIME	ORALE	G	DEPRESTAT 50 MG COMPRIME BOITE DE 30	SPIMACO MAROC	6118000210122
Groupe générique : SERTRALINE (CHLORHYDRATE) 50 MG COMPRIME	ORALE	G	NO-DEP 50 MG COMPRIME BOITE DE 15	CIPLA	6118000050872
Groupe générique : SERTRALINE (CHLORHYDRATE) 50 MG COMPRIME	ORALE	G	NO-DEP 50 MG COMPRIME BOITE DE 30	CIPLA	6118000050889
Groupe générique : SERTRALINE (CHLORHYDRATE) 50 MG COMPRIME	ORALE	G	NO-DEP 50 MG COMPRIME BOITE DE 60	CIPLA	6118000050995
Groupe générique : SIMVASTATINE 20 MG COMPRIME	ORALE	G	STATOR 20 MG COMPRIME BOITE DE 30	PROMOPHARM	6118000241607
Groupe générique : SIMVASTATINE 20 MG COMPRIME	ORALE	G	STATOR 20 MG COMPRIME BOITE DE 60	PROMOPHARM	6118000242048
Groupe générique : SITAGLIPTINE 100 MG COMPRIME PELLICULE	ORALE	P	JANUVIA 100 MG COMPRIME PELLICULE BOITE DE 28	MSD	6118001160457
Groupe générique : SITAGLIPTINE 100 MG COMPRIME PELLICULE	ORALE	G	SIGLIVIA 100 MG COMPRIME PELLICULE BOITE DE 30	COOPER PHARMA	-
Groupe générique : SITAGLIPTINE // CHLORHYDRATE DE METFORMINE 50 MG / 1000 MG COMPRIME PELLICULE	ORALE	G	ZENETIAMET 50 MG / 1000 MG COMPRIME PELLICULE BOITE DE 28	SOTHEMA	6118000024477
Groupe générique : SITAGLIPTINE // CHLORHYDRATE DE METFORMINE 50 MG / 1000 MG COMPRIME PELLICULE	ORALE	G	ZENETIAMET 50 MG / 1000 MG COMPRIME PELLICULE BOITE DE 56	SOTHEMA	6118000024484
Groupe générique : SOFOSBUVIR 400 MG COMPRIME PELLICULE	ORALE	G	ISOF 400 MG COMPRIME PELLICULE BOITE DE 28	GALENICA	6118000191704
Groupe générique : SOFOSBUVIR 400 MG COMPRIME PELLICULE	ORALE	G	PLUSO 400 MG COMPRIME PELLICULE BOITE DE 28	SUN PHARMACEUTICALS NORTH AFRICA SA	6118000440130
Groupe générique : SOFOSBUVIR 400 MG COMPRIME PELLICULE	ORALE	G	SSB 400 MG COMPRIME PELLICULE BOITE DE 28	PHARMA 5	6118000094494
Groupe générique : SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE - TRANSCUVE	PARENTERALE	G	HEMO-PUR A1 TRANSCUVE 1000 L	HEMOLAB PHARMA	6118000320401
Groupe générique : SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE - TRANSCUVE	PARENTERALE	G	HEMO-PUR A5 TRANSCUVE 1000 L	HEMOLAB PHARMA	6118000320197
"Groupe générique : SPIRAMYCINE 1,5 MUI COMPRIME PELLICULE"	ORALE	P	"ROVAMYCINE 1,5 MUI COMPRIME PELLICULE BOITE DE 16"	SANOFI AVENTIS MAROC	6118000060253
"Groupe générique : SPIRAMYCINE 1,5 MUI COMPRIME PELLICULE"	ORALE	G	"DONTOMYCINE 1,5 MUI COMPRIME PELLICULE BOITE DE 16"	PHARMA 5	6118000091219
"Groupe générique : SPIRAMYCINE 1,5 MUI COMPRIME PELLICULE"	ORALE	G	"SPIRALIDE 1,5 MUI COMPRIME PELLICULE BOITE DE 16"	BOTTU	6118000040729
"Groupe générique : SPIRAMYCINE // METRONIDAZOLE 0,75 MUI / 125 MG COMPRIME PELLICULE"	ORALE	P	"RODOGYL 0,75 MUI / 125 MG COMPRIME PELLICULE BOITE DE 30"	MAPHAR	6118000013297
"Groupe générique : SPIRAMYCINE // METRONIDAZOLE 0,75 MUI / 125 MG COMPRIME PELLICULE"	ORALE	G	"DONTOGYL 0,75 MUI / 125 MG COMPRIME PELLICULE BOITE DE 30"	PHARMA 5	6118000092230
"Groupe générique : SPIRAMYCINE // METRONIDAZOLE 0,75 MUI / 125 MG COMPRIME PELLICULE"	ORALE	G	"SPIRAZOLE 0,75 MUI / 125 MG COMPRIME PELLICULE BOITE DE 30"	BOTTU	6118000040743
Groupe générique : SULFAMETHOXAZOLE // TRIMETHOPRIME 400 MG / 80 MG COMPRIME	ORALE	G	CO-TRIM 400 MG / 80 MG COMPRIME BOITE DE 20	LAPROPHAN	6118000030171
Groupe générique : SULFAMETHOXAZOLE // TRIMETHOPRIME 400 MG / 80 MG COMPRIME	ORALE	G	TRIMOX 400 MG / 80 MG COMPRIME BOITE DE 20	PHARMA 5	6118000090984
Groupe générique : SULFAMETHOXAZOLE // TRIMETHOPRIME 400 MG / 80 MG COMPRIME	ORALE	G	TRISULFA ADULTE 400 MG / 80 MG COMPRIME BOITE DE 20	GALENICA	6118000190899
Groupe générique : SULPIRIDE 50 MG GELULE	ORALE	P	DOGMATIL 50 MG GELULE BOITE DE 20	MAPHAR	6118000010463
Groupe générique : SULPIRIDE 50 MG GELULE	ORALE	G	ALIVIAR 50 MG GELULE BOITE DE 20	IBERMA	6118000230250
Groupe générique : SULPIRIDE 50 MG GELULE	ORALE	G	NEURID 50 MG GELULE BOITE DE 20	GALENICA	-
Groupe générique : SULPIRIDE 50 MG GELULE	ORALE	G	SULPIDAL 50 MG GELULE BOITE DE 20	SYNTHEMEDIC	6118000180609
Groupe générique : TADALAFIL 10 MG COMPRIME ENROBE	ORALE	G	NUVIVAX 10 MG COMPRIME ENROBE BOITE DE 1	GENPHARMA	6118000131403
Groupe générique : TADALAFIL 10 MG COMPRIME ENROBE	ORALE	G	NUVIVAX 10 MG COMPRIME ENROBE BOITE DE 2	GENPHARMA	6118000131410
Groupe générique : TADALAFIL 10 MG COMPRIME ENROBE	ORALE	G	NUVIVAX 10 MG COMPRIME ENROBE BOITE DE 4	GENPHARMA	6118000131427
Groupe générique : TADALAFIL 10 MG COMPRIME ENROBE	ORALE	G	NUVIVAX 10 MG COMPRIME ENROBE BOITE DE 8	GENPHARMA	6118000131434
Groupe générique : TAMOXIFENE 20 MG COMPRIME	ORALE	G	TAMOXIFENE GT 20 MG COMPRIME BOITE DE 30	ATLAS PHARM	6118000420385
Groupe générique : TAMOXIFENE 20 MG COMPRIME	ORALE	G	TAMOXIFENE MYLAN 20 MG COMPRIME BOITE DE 30	SYNTHEMEDIC	6118001020478
"Groupe générique : TERBINAFINE 0,01 CREME"	DERMIQUE	G	"AMYKON 0,01 CREME BOITE DE 1 TUBE DE 15 G"	KOSMO PHARM	6118000300090
"Groupe générique : TERBINAFINE 0,01 CREME"	DERMIQUE	G	"LIFONGID 0,01 CREME TUBE DE 15 G"	MC PHARMA	6118001280056
"Groupe générique : TERBINAFINE 0,01 CREME"	DERMIQUE	G	"LIFONGID 0,01 CREME TUBE DE 30 G"	MC PHARMA	6118001280063
"Groupe générique : TERBINAFINE 0,01 CREME"	DERMIQUE	G	"TEGUMA 0,01 CREME TUBE DE 15 G"	COOPER PHARMA	6118001101061
"Groupe générique : TERBINAFINE 0,01 CREME"	DERMIQUE	G	"TEGUMA 0,01 CREME TUBE DE 30 G"	COOPER PHARMA	6118001101078
"Groupe générique : TERBINAFINE 0,01 CREME"	DERMIQUE	G	"TERIX 0,01 CREME TUBE DE 15 G"	SOTHEMA	6118000022664
"Groupe générique : TERBINAFINE 0,01 CREME"	DERMIQUE	G	"TERIX 0,01 CREME TUBE DE 30 G"	SOTHEMA	6118000022657
Groupe générique : THIAMPHENICOL 250 MG / 5 ML GRANULE POUR SUSPENSION BUVABLE	ORALE	P	THIOBACTIN 250 MG / 5 ML GRANULE POUR SUSPENSION BUVABLE FLACON DE 60 ML	COOPER PHARMA	6118000061489
Groupe générique : THIAMPHENICOL 250 MG / 5 ML GRANULE POUR SUSPENSION BUVABLE	ORALE	G	THIAM 250 MG / 5 ML GRANULE POUR SUSPENSION BUVABLE FLACON DE 60 ML	SYNTHEMEDIC	6118000180746
Groupe générique : TICAGRELOR 90 MG COMPRIME PELLICULE	ORALE	G	COROLOR 90 MG COMPRIME PELLICULE BOITE DE 10	PHARMIS	6118001400553
Groupe générique : TICAGRELOR 90 MG COMPRIME PELLICULE	ORALE	G	COROLOR 90 MG COMPRIME PELLICULE BOITE DE 30	PHARMIS	6118001400560
Groupe générique : TICAGRELOR 90 MG COMPRIME PELLICULE	ORALE	G	COROLOR 90 MG COMPRIME PELLICULE BOITE DE 60	PHARMIS	6118001400577
"Groupe générique : TIMOLOL (MALEATE) 0,005 COLLYRE"	OPHTALMIQUE	G	"TIMABAK 0,005 COLLYRE FLACON DE 5 ML"	COOPER PHARMA	6118001100682
"Groupe générique : TIMOLOL (MALEATE) 0,005 COLLYRE"	OPHTALMIQUE	G	"TIMO-COMOD 0,005 COLLYRE FLACON DE 10ML"	STERIPHARMA	6118001110308
"Groupe générique : TIMOLOL (MALEATE) 0,005 COLLYRE"	OPHTALMIQUE	G	"TIMOLOL-POS 0,005 COLLYRE FLACON DE 5 ML"	STERIPHARMA	6118001110339
Groupe générique : TOLTERODINE 4 MG GELULE A LIBERATION PROLONGEE	ORALE	P	DETRUSITOL SR 4 MG GELULE A LIBERATION PROLONGEE BOITE DE 28	VIATRIS PHARMACEUTICALS	6118001430420
Groupe générique : TOLTERODINE 4 MG GELULE A LIBERATION PROLONGEE	ORALE	G	URODINE 4 MG GELULES À LIBERATION PROLONGEE BOITE DE 14	ZENITH PHARMA	-
Groupe générique : TOLTERODINE 4 MG GELULE A LIBERATION PROLONGEE	ORALE	G	URODINE 4 MG GELULES À LIBERATION PROLONGEE BOITE DE 28	ZENITH PHARMA	6118001272952
"Groupe générique : TRAMADOL (CHLORHYDRATE) // PARACETAMOL 37,5 MG / 325 MG COMPRIME EFFERVESCENT"	ORALE	G	"MYANTALGIC 37,5 MG / 325 MG COMPRIME EFFERVESCENT BOITE DE 20"	LAPROPHAN	6118000033097
"Groupe générique : TRAMADOL (CHLORHYDRATE) // PARACETAMOL 37,5 MG / 325 MG COMPRIME EFFERVESCENT"	ORALE	G	"TRALGIC FORT 37,5 MG / 325 MG COMPRIME EFFERVESCENT BOITE DE 10"	PHARMA 5	-
"Groupe générique : TRAMADOL (CHLORHYDRATE) // PARACETAMOL 37,5 MG / 325 MG COMPRIME EFFERVESCENT"	ORALE	G	"TRALGIC FORT 37,5 MG / 325 MG COMPRIME EFFERVESCENT BOITE DE 20"	PHARMA 5	-
Groupe générique : VALSARTAN 160 MG COMPRIME PELLICULE	ORALE	P	TAREG 160 MG COMPRIME PELLICULE BOITE DE 28	NOVARTIS PHARMA	6118001030309
Groupe générique : VALSARTAN 160 MG COMPRIME PELLICULE	ORALE	G	NOVOSAR 160 MG COMPRIME PELLICULE BOITE DE 30	NOVOPHARMA	6118000141273
Groupe générique : VALSARTAN 160 MG COMPRIME PELLICULE	ORALE	G	STARVAL 160 MG COMPRIME PELLICULE BOITE DE 28	SUN PHARMA	6118000380429
Groupe générique : VALSARTAN 160 MG COMPRIME PELLICULE	ORALE	G	VALPHI 160 MG COMPRIME PELLICULE BOITE DE 28	PHI	6118000051510
Groupe générique : VALSARTAN 160 MG COMPRIME PELLICULE	ORALE	G	VARTEX 160 MG COMPRIME PELLICULE BOITE DE 14	SOTHEMA	6118000023142
Groupe générique : VALSARTAN 160 MG COMPRIME PELLICULE	ORALE	G	VARTEX 160 MG COMPRIME PELLICULE BOITE DE 28	SOTHEMA	6118000023159
Groupe générique : VALSARTAN 160 MG COMPRIME PELLICULE	ORALE	G	ZENOVAN 160 MG COMPRIME PELLICULE Boite de 10	ZENITH PHARMA	-
Groupe générique : VALSARTAN 160 MG COMPRIME PELLICULE	ORALE	G	ZENOVAN 160 MG COMPRIME PELLICULE Boite de 30	ZENITH PHARMA	6118000331209
"Groupe générique : VALSARTAN // HYDROCHLOROTHIAZIDE 160 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	P	"COTAREG 160 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 28"	NOVARTIS PHARMA	6118001030521
"Groupe générique : VALSARTAN // HYDROCHLOROTHIAZIDE 160 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"COSTARVAL HCT 160 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 28"	SUN PHARMA	6118000380474
"Groupe générique : VALSARTAN // HYDROCHLOROTHIAZIDE 160 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"CO-VARTEX 160 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 14"	SOTHEMA	6118000023029
"Groupe générique : VALSARTAN // HYDROCHLOROTHIAZIDE 160 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"CO-VARTEX 160 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 28"	SOTHEMA	6118000023036
"Groupe générique : VALSARTAN // HYDROCHLOROTHIAZIDE 160 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"CO-ZENOVAN 160 / 12,5 MG COMPRIME PELLICULE BOITE DE 30"	ZENITH PHARMA	6118000331087
"Groupe générique : VALSARTAN // HYDROCHLOROTHIAZIDE 160 MG / 12,5 MG COMPRIME PELLICULE"	ORALE	G	"VALPHI PLUS 160 MG / 12,5 MG COMPRIME PELLICULE BOITE DE 28"	PHI	6118000051572
"Groupe générique : VENLAFAXINE (CHLORHYDRATE) 37,5 MG GELULE A LIBERATION PROLONGEE"	ORALE	P	"EFFEXOR LP 37,5 MG GELULE A LIBERATION PROLONGEE BOITE DE 30"	VIATRIS PHARMACEUTICALS	6118001430437
"Groupe générique : VENLAFAXINE (CHLORHYDRATE) 37,5 MG GELULE A LIBERATION PROLONGEE"	ORALE	G	"VELAXOR LP 37,5 MG GELULE A LIBERATION PROLONGEE BOITE DE 30"	AFRIC PHAR	6118001250660
"Groupe générique : VENLAFAXINE (CHLORHYDRATE) 37,5 MG GELULE A LIBERATION PROLONGEE"	ORALE	G	"VENDEP 37,5 MG GELULE A LIBERATION PROLONGEE BOITE DE 10"	CIPLA	6118001470013
Groupe générique : VILDAGLIPTINE 50 MG COMPRIME	ORALE	G	VILGAD 50 MG COMPRIME BOITE DE 30	PHI	6118001152292
Groupe générique : VILDAGLIPTINE 50 MG COMPRIME	ORALE	G	VILGAD 50 MG COMPRIME BOITE DE 60	PHI	6118001152308
Groupe générique : ZIDOVUDINE 300 MG COMPRIME PELLICULE	ORALE	G	AVIRO-Z 300 MG COMPRIME PELLICULE BOITE DE 60	SUN PHARMA	6118001300259
Groupe générique : ZIDOVUDINE 300 MG COMPRIME PELLICULE	ORALE	G	ZIDOVIR 300 MG COMPRIME PELLICULE BOITE DE 60	COOPER PHARMA	6118001101771
Groupe générique : ZOLPIDEM (TARTRATE) 10 MG COMPRIME	ORALE	G	NOCTIZEN 10 MG COMPRIME BOITE DE 10	ZENITH PHARMA	6118000330547
Groupe générique : ZOLPIDEM (TARTRATE) 10 MG COMPRIME	ORALE	G	NOCTIZEN 10 MG COMPRIME BOITE DE 20	ZENITH PHARMA	6118000330554
