Generic Group	Route	Type	Specialty Name	EPI	EAN13
Groupe générique : CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE // GLUCOSE MONOHYDRATE - SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE	PARENTERALE	G	HEMO-PUR AG SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE BIDON DE 5 L	HEMOLAB PHARMA	6118000320289
Groupe générique : CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE // GLUCOSE MONOHYDRATE - SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE	PARENTERALE	G	HEMO-PUR AG5 SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE BIDON DE 10 L	HEMOLAB PHARMA	-
Groupe générique : CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE // GLUCOSE MONOHYDRATE - SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE	PARENTERALE	G	HEMO-PUR AG5 SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE BIDON DE 5 L	HEMOLAB PHARMA	-
Groupe générique : CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE // GLUCOSE MONOHYDRATE - SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE	PARENTERALE	G	HEMO-PUR AG5 SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE BIDON DE 6 L	HEMOLAB PHARMA	-
Groupe générique : CHLORURE DE SODIUM // CHLORURE DE POTASSIUM // CHLORURE DE MAGNESIUM // CHLORURE DE CALCIUM // ACIDE ACETIQUE // GLUCOSE MONOHYDRATE - SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE	PARENTERALE	G	HEMO-PUR AG5 SOLUTION CONCENTREE ACIDE POUR HEMODIALYSE AVEC BICARBONATE TRANSCUVE DE 1000 L	HEMOLAB PHARMA	-
"Groupe générique : CHLORURE DE SODIUM // GLUCOSE MONOHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM // CHLORURE DE MAGNESIUM // ACIDE ACETIQUE 172,19 / 36,83 / 5,49 / 9,48 / 3,74 / 8,85G / L SOLUTE POUR HEMODIALYSE"	PARENTERALE	G	"HEMO-PUR AG1 172,19 / 36,83 / 5,49 / 9,48 / 3,74 / 8,85G / L SOLUTE POUR HEMODIALYSE BIDON DE 10 L"	HEMOLAB PHARMA	6118000320173
"Groupe générique : CHLORURE DE SODIUM // GLUCOSE MONOHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM // CHLORURE DE MAGNESIUM // ACIDE ACETIQUE 172,19 / 36,83 / 5,49 / 9,48 / 3,74 / 8,85G / L SOLUTE POUR HEMODIALYSE"	PARENTERALE	G	"HEMO-PUR AG1 172,19 / 36,83 / 5,49 / 9,48 / 3,74 / 8,85G / L SOLUTE POUR HEMODIALYSE BIDON DE 5 L"	HEMOLAB PHARMA	6118000320159
"Groupe générique : CHLORURE DE SODIUM // GLUCOSE MONOHYDRATE // CHLORURE DE POTASSIUM // CHLORURE DE CALCIUM // CHLORURE DE MAGNESIUM // ACIDE ACETIQUE 172,19 / 36,83 / 5,49 / 9,48 / 3,74 / 8,85G / L SOLUTE POUR HEMODIALYSE"	PARENTERALE	G	"HEMO-PUR AG1 172,19 / 36,83 / 5,49 / 9,48 / 3,74 / 8,85G / L SOLUTE POUR HEMODIALYSE BIDON DE 6 L"	HEMOLAB PHARMA	6118000320166
Groupe générique : CHONDROITINE SULFATE SODIQUE 400 MG GELULE	ORALE	P	CHONDROSULF 400 MG GELULE BOITE DE 84	ZENITH PHARMA	6118001271214
Groupe générique : CHONDROITINE SULFATE SODIQUE 400 MG GELULE	ORALE	G	CARTEXAN 400 MG GELULE BOITE DE 60	COOPER PHARMA	6118000082675
Groupe générique : CHONDROITINE SULFATE SODIQUE 400 MG GELULE	ORALE	G	CARTEXAN 400 MG GELULE BOITE DE 90	COOPER PHARMA	6118000082682
"Groupe générique : CICLOPIROXOLAMINE 0,01 CREME"	DERMIQUE	P	"MYCOSTER 0,01 CREME TUBE DE 30 G"	MAPHAR	-
"Groupe générique : CICLOPIROXOLAMINE 0,01 CREME"	DERMIQUE	G	"MUXOL 15 MG / 5 ML (0,30%) SOLUTION BUVABLE FLACON DE 125 ML"	PHARMA 5	6118010023743
Groupe générique : CIMETIDINE 200 MG COMPRIME	ORALE	G	GASTROP 200 MG COMPRIME BOITE DE 30	PHARMA 5	6118010024351
Groupe générique : CIMETIDINE 200 MG COMPRIME	ORALE	G	ULCESTOP 200 MG COMPRIME BOITE DE 50	PHARMA 5	6118010025747
Groupe générique : CINACALCET 30 MG COMPRIME PELLICULE	ORALE	P	MIMPARA 30 MG COMPRIME PELLICULE BOITE DE 28	SOTHEMA	6118001210169
Groupe générique : CINACALCET 30 MG COMPRIME PELLICULE	ORALE	G	DECALCINE 30 MG COMPRIME PELLICULE BOITE DE 28	SPIMACO MAROC	6118001240173
"Groupe générique : CIPROFLOXACINE (CHLORHYDRATE) 0,003 COLLYRE"	OPHTALMIQUE	P	"CILOXAN 0,003 COLLYRE FLACON DE 5 ML"	SOTHEMA	6118001070176
"Groupe générique : CIPROFLOXACINE (CHLORHYDRATE) 0,003 COLLYRE"	OPHTALMIQUE	G	"SPECTRUM 0,003 COLLYRE FLACON DE 5 ML"	COOPER PHARMA	6118001101641
Groupe générique : CLADRIBINE 10 MG / 5 ML SOLUTION POUR INJECTION OU PERFUTION IV	PARENTERALE	G	LITAK 10 MG / 5 ML SOLUTION POUR INJECTION OU PERFUTION IV BOITE DE 1 FLACON	GENERATION SANTE	6118001290055
Groupe générique : CLADRIBINE 10 MG / 5 ML SOLUTION POUR INJECTION OU PERFUTION IV	PARENTERALE	G	LITAK 10 MG / 5 ML SOLUTION POUR INJECTION OU PERFUTION IV BOITE DE 5 FLACON	GENERATION SANTE	6118001290062
Groupe générique : CLARITHROMYCINE 250 MG COMPRIME ENROBE	ORALE	G	CLADIA 250 MG COMPRIME ENROBE BOITE DE 10	STERIPHARMA	6118000280408
Groupe générique : CLARITHROMYCINE 250 MG COMPRIME ENROBE	ORALE	G	CLADIA 250 MG COMPRIME ENROBE BOITE DE 20	STERIPHARMA	6118000280415
Groupe générique : CLARITHROMYCINE 250 MG COMPRIME ENROBE	ORALE	G	CLADIA 250 MG COMPRIME ENROBE BOITE DE 30	STERIPHARMA	6118000280422
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	P	PLAVIX 75 MG COMPRIME PELLICULE BOITE DE 28	SANOFI AVENTIS MAROC	6118001081257
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	PEDOVEX 75 MG COMPRIME PELLICULE BOITE DE 10	ZENITH PHARMA	6118000330363
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	INILASE 75 MG COMPRIME PELLICULE BOITE DE 30	LAPROPHAN	6118000033356
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	INILASE 75 MG COMPRIME PELLICULE BOITE DE 15	LAPROPHAN	6118000033349
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	DIGREL 75 MG COMPRIME PELLICULE BOITE DE 28	SOTHEMA	6118000022725
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	DIGREL 75 MG COMPRIME PELLICULE BOITE DE 14	SOTHEMA	6118000022718
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	CLOPIDOGREL GT 75 MG COMPRIME PELLICULE BOITE DE 60	ATLAS PHARM	6118000420101
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	PEDOVEX 75 MG COMPRIME PELLICULE BOITE DE 30	ZENITH PHARMA	6118000330370
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	AGREL 75 MG COMPRIME PELLICULE BOITE DE 28	PHARMA 5	6118000094760
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	CERUVIN 75 MG COMPRIME PELLICULE BOITE DE 14	SUN PHARMA	6118000380122
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	CARDIOGREL POLYMEDIC 75 MG COMPRIME PELLICULE BOITE DE 30	POLYMEDIC	6118000121190
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	CAPLOR 75 MG COMPRIME PELLICULE BOITE DE 30	STERIPHARMA	6118000280583
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	CAPLOR 75 MG COMPRIME PELLICULE BOITE DE 20	STERIPHARMA	6118000280576
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	CAPLOR 75 MG COMPRIME PELLICULE BOITE DE 10	STERIPHARMA	6118000280569
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	AGREL 75 MG COMPRIME PELLICULE BOITE DE 50	PHARMA 5	6118000094777
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	CERUVIN 75 MG COMPRIME PELLICULE BOITE DE 28	SUN PHARMA	6118000380139
Groupe générique : CLOPIDOGREL 75 MG COMPRIME PELLICULE	ORALE	G	CLOPIDOGREL GT 75 MG COMPRIME PELLICULE BOITE DE 30	ATLAS PHARM	6118000420095
"Groupe générique : CLOTRIMAZOLE 0,01 CREME"	DERMIQUE	P	"MYCOHYDRALIN 0,01 CREME TUBE DE 30 G"	BAYER S.A	6118000170358
"Groupe générique : CLOTRIMAZOLE 0,01 CREME"	DERMIQUE	G	"CLOMITER 0,01 CREME TUBE DE 30 G"	AFRIC PHAR	6118000070337
Groupe générique : COMPLEXE D'HYDROXYDE FERRIQUE SACCHAROSE 100 MG / 5 ML SOLUTION INJECTABLE	PARENTERALE	P	VENOFER 100 MG / 5 ML SOLUTION INJECTABLE BOITE DE 5 AMPOULE DE 5 ML	PROMOPHARM	6118001210152
Groupe générique : COMPLEXE D'HYDROXYDE FERRIQUE SACCHAROSE 100 MG / 5 ML SOLUTION INJECTABLE	PARENTERALE	G	FERMED 100 MG / 5 ML SOLUTION INJECTABLE BOITE DE 5 AMPOULES DE 5 ML	SOLUDIA MAGHREB	6118001360031
Groupe générique : CROMOGLICATE DE SODIUM 20 MG / ML COLLYRE	OPHTALMIQUE	P	CROMABAK 20 MG / ML COLLYRE FLACON DE 10ML	COOPER PHARMA	6118001100644
Groupe générique : CROMOGLICATE DE SODIUM 20 MG / ML COLLYRE	OPHTALMIQUE	G	ALLERGO-COMOD 20 MG / ML COLLYRE FLACON DE 10ML	STERIPHARMA	6118001110285
"Groupe générique : CYPROHEPTADINE 0,0004 SIROP"	ORALE	G	"ANTINOREX 0,0004 SIROP FLACON DE 125 ML"	LAPROPHAN	6118000030058
"Groupe générique : CYPROHEPTADINE 0,0004 SIROP"	ORALE	G	"ARACTINE 0,0004 SIROP FLACON DE 125 ML"	POLYMEDIC	6118000120209
Groupe générique : DACLATASVIR 60 MG COMPRIME PELLICULE	ORALE	G	DACLAR GALENICA 60 MG COMPRIME PELLICULE BOITE DE 28	GALENICA	6118000191698
Groupe générique : DACLATASVIR 60 MG COMPRIME PELLICULE	ORALE	G	DAKASVIR 60 MG COMPRIME PELLICULE BOITE DE 28	PHARMA 5	6118000094548
Groupe générique : DAPOXETINE 30 MG COMPRIME PELLICULE	ORALE	G	EVITOP 30 MG COMPRIME PELLICULE BOITE DE 3	SOTHEMA	6118000023432
Groupe générique : DAPOXETINE 30 MG COMPRIME PELLICULE	ORALE	G	EVITOP 30 MG COMPRIME PELLICULE BOITE DE 6	SOTHEMA	6118000023449
Groupe générique : DAPOXETINE 30 MG COMPRIME PELLICULE	ORALE	G	EVITOP 30 MG COMPRIME PELLICULE BOITE UNITAIRE	SOTHEMA	6118000023418
Groupe générique : DAPOXETINE HYDROCHLORIDE 30 MG COMPRIME ENROBE	ORALE	G	PREJECT 30 MG COMPRIME ENROBE BOITE DE 3	PROMOPHARM	-
Groupe générique : DAPOXETINE HYDROCHLORIDE 30 MG COMPRIME ENROBE	ORALE	G	PREJECT 30 MG COMPRIME ENROBE BOITE DE 6	PROMOPHARM	6118000242857
Groupe générique : DEFERASIROX 250 MG COMPRIME DISPERSIBLE	ORALE	P	EXJADE 250 MG COMPRIME DISPERSIBLE BOITE DE 28	NOVARTIS PHARMA	6118001030620
Groupe générique : DEFERASIROX 250 MG COMPRIME DISPERSIBLE	ORALE	G	DEFEROX 250 MG COMPRIME DISPERSIBLE BOITE DE 30	NOVOPHARMA	6118001010295
Groupe générique : DEFLAZACORT 30 MG COMPRIME SECABLE	ORALE	G	DEFAX 30 MG COMPRIME SECABLE BOITE DE 10	IBERMA	6118001220816
Groupe générique : DEFLAZACORT 30 MG COMPRIME SECABLE	ORALE	G	DEFAX 30 MG COMPRIME SECABLE BOITE DE 500	IBERMA	-
Groupe générique : DEFLAZACORT 30 MG COMPRIME SECABLE	ORALE	G	DEFLAZACORTE GT 30 MG COMPRIME SECABLE BOITE DE 10	ATLAS PHARM	6118001380626
Groupe générique : DEFLAZACORT 30 MG COMPRIME SECABLE	ORALE	G	DEFLAZACORTE GT 30 MG COMPRIME SECABLE BOITE DE 20	ATLAS PHARM	6118001380282
"Groupe générique : DESLORATADINE 0,5 MG / ML SOLUTION BUVABLE"	ORALE	G	"ERGIC 0,5 MG / ML SOLUTION BUVABLE FLACON DE 60 ML"	GALENICA	6118000191759
"Groupe générique : DESLORATADINE 0,5 MG / ML SOLUTION BUVABLE"	ORALE	G	"LOREUS 0,5 MG / ML SOLUTION BUVABLE FLACON DE 60 ML"	BOTTU	6118000041696
"Groupe générique : DESLORATADINE 0,5 MG / ML SOLUTION BUVABLE"	ORALE	G	"LORODES 0,5 MG / ML SOLUTION BUVABLE FLACON DE 60 ML"	ZENITH PHARMA	6118000331230
"Groupe générique : DESLORATADINE 0,5 MG / ML SOLUTION BUVABLE"	ORALE	G	"NAUREUS 0,5 MG / ML SOLUTION BUVABLE FLACON DE 60 ML"	PHARMA 5	6118000095828
"Groupe générique : DESLORATADINE 0,5 MG / ML SOLUTION BUVABLE"	ORALE	G	"RINITA 0,5 MG / ML SOLUTION BUVABLE FLACON DE 60 ML"	SOTHEMA	6118000024385
"Groupe générique : DESLORATADINE 0,5 MG / ML SOLUTION BUVABLE"	ORALE	G	"YRIAS 0,5 MG / ML SOLUTION BUVABLE FLACON DE 150 ML"	LAPROPHAN	6118000033516
"Groupe générique : DESLORATADINE 0,5 MG / ML SOLUTION BUVABLE"	ORALE	G	"YRIAS 0,5 MG / ML SOLUTION BUVABLE FLACON DE 60 ML"	LAPROPHAN	6118000033509
"Groupe générique : DESOGESTREL 0,075 MG COMPRIME PELLICULE"	ORALE	P	"CERAZETTE 0,075 MG COMPRIME PELLICULE BOITE DE 28"	MAPHAR	6118001185764
"Groupe générique : DESOGESTREL 0,075 MG COMPRIME PELLICULE"	ORALE	G	"ORCHIS 0,075 MG COMPRIME PELLICULE BOITE DE 28"	ZENITH PHARMA	6118001272532
"Groupe générique : DESOGESTREL // ETHINYLESTRADIOL 0,15 MG / 0,03 MG COMPRIME"	ORALE	P	"MICRODIOL 0,15 MG / 0,03 MG COMPRIME BOITE DE 21"	GYNEBIO PHARMA	6118000450054
"Groupe générique : DESOGESTREL // ETHINYLESTRADIOL 0,15 MG / 0,03 MG COMPRIME"	ORALE	G	"STERIDIOL 0,15 MG / 0,03 MG COMPRIME BOITE DE 21"	ZENITH PHARMA	6118001273164
Groupe générique : DICLOFENAC 100 MG SUPPOSITOIRE	RECTALE	G	CENIX 100 MG SUPPOSITOIRE BOITE DE 10	NOVOPHARMA	6118000141198
Groupe générique : DICLOFENAC 100 MG SUPPOSITOIRE	RECTALE	G	FENAC PROMOPHARM 100 MG SUPPOSITOIRE BOITE DE 10	PROMOPHARM	6118000240358
"Groupe générique : DICLOFENAC SODIQUE 0,01 GEL"	DERMIQUE	G	"DIFAL 0,01 GEL TUBE DE 20 G"	GALENICA	6118000191346
"Groupe générique : DICLOFENAC SODIQUE 0,01 GEL"	DERMIQUE	G	"DIFAL 0,01 GEL TUBE DE 50 G"	GALENICA	6118000191353
Groupe générique : DIENOGEST 2 MG COMPRIME	ORALE	G	ENDOGEST 2 MG COMPRIME BOITE DE 28	PROMOPHARM	6118001261055
Groupe générique : DIENOGEST 2 MG COMPRIME	ORALE	G	METRINELLE 2 MG COMPRIME BOITE DE 28	BOTTU	6118001040889
Groupe générique : DILTIAZEM (CHLORHYDRATE) 60 MG COMPRIME	ORALE	G	ALTIAZEM 60 MG COMPRIME BOITE DE 50	PHI	6118001150014
Groupe générique : DILTIAZEM (CHLORHYDRATE) 60 MG COMPRIME	ORALE	G	TIAZEM 60 MG COMPRIME BOITE DE 50	PHARMED	6118010025556
Groupe générique : DILTIAZEM (CHLORHYDRATE) 60 MG COMPRIME	ORALE	G	ZILDEN 60 MG COMPRIME BOITE DE 30	PHARMA 5	6118010025815
Groupe générique : DOMPERIDONE 1 MG / ML SUSPENSION BUVABLE	ORALE	P	MOTILIUM 1 MG / ML SUSPENSION BUVABLE BOITE DE 1 FLACON DE 200 ML	MAPHAR	6118000011040
Groupe générique : DOMPERIDONE 1 MG / ML SUSPENSION BUVABLE	ORALE	P	PERIDYS 1 MG / ML SUSPENSION BUVABLE BOITE DE 1 FLACON DE 200 ML	MAPHAR	6118000011255
Groupe générique : DOMPERIDONE 1 MG / ML SUSPENSION BUVABLE	ORALE	G	DOMPELIUM 1 MG / ML SUSPENSION BUVABLE FLACON DE 200 ML	PHARMED	6118000310792
Groupe générique : DOMPERIDONE 1 MG / ML SUSPENSION BUVABLE	ORALE	G	NAUSELIUM 1 MG / ML SUSPENSION BUVABLE FLACON DE 200ML	PHARMA 5	6118000091882
Groupe générique : DONEPEZIL 10 MG COMPRIME ORODISPERSIBLE	ORALE	G	DONEPEZIL ZENITH 10 MG COMPRIME ORODISPERSIBLE BOITE DE 14	ZENITH PHARMA	-
Groupe générique : DONEPEZIL 10 MG COMPRIME ORODISPERSIBLE	ORALE	G	DONEPEZIL ZENITH 10 MG COMPRIME ORODISPERSIBLE BOITE DE 28	ZENITH PHARMA	6118001271481
Groupe générique : DONEPEZIL 10 MG COMPRIME ORODISPERSIBLE	ORALE	G	DOZICEPT 10 MG COMPRIME ORODISPERSIBLE BOITE DE 28	PHI	6118001151936
Groupe générique : DONEPEZIL (CHLORHYDRATE) 10 MG COMPRIME PELLICULE	ORALE	G	DONZEP 10 MG COMPRIME PELLICULE BOITE DE 28	SOTHEMA	6118001071678
Groupe générique : DONEPEZIL (CHLORHYDRATE) 10 MG COMPRIME PELLICULE	ORALE	G	DOPEZIL RANBAXY 10 MG COMPRIME PELLICULE BOITE DE 28	SUN PHARMA	6118001300136
Groupe générique : DORZOLAMIDE (CHLORHYDRATE) // TIMOLOL (MALEATE) 20 MG / 5 MG COLLYRE	OPHTALMIQUE	P	COSOPT 20 MG / 5 MG COLLYRE FLACON DE 5 ML	SOTHEMA	-
Groupe générique : DORZOLAMIDE (CHLORHYDRATE) // TIMOLOL (MALEATE) 20 MG / 5 MG COLLYRE	OPHTALMIQUE	G	XOLAMOL 20 MG / 5 MG COLLYRE FLACON DE 5 ML	BOTTU	6118001040278
Groupe générique : DROSPIRENONE // ETHINYLESTRADIOL 3 MG / 30 µg COMPRIME PELLICULE	ORALE	G	BELIS 3 MG / 30 µG COMPRIME PELLICULE BOITE DE 21	ZENITH PHARMA	6118001272792
"Groupe générique : DUTASTERIDE 0,5 MG CAPSULES MOLLES"	ORALE	G	"DUSTA 0,5 MG CAPSULES MOLLES BOITE DE 30"	PROMOPHARM	6118001260935
"Groupe générique : DUTASTERIDE 0,5 MG CAPSULES MOLLES"	ORALE	G	"DUSTA 0,5 MG CAPSULES MOLLES BOITE DE 90"	PROMOPHARM	6118001260942
Groupe générique : EBASTINE 10 MG COMPRIME ORODISPERSIBLE	ORALE	G	EROSTIN 10 MG COMPRIME ORODISPERSIBLE BOITE DE 10	PHARMIS	6118001400409
Groupe générique : EBASTINE 10 MG COMPRIME ORODISPERSIBLE	ORALE	G	EROSTIN 10 MG COMPRIME ORODISPERSIBLE BOITE DE 20	PHARMIS	6118001400416
Groupe générique : EBASTINE 10 MG COMPRIME ORODISPERSIBLE	ORALE	G	EROSTIN 10 MG COMPRIME ORODISPERSIBLE BOITE DE 30	PHARMIS	6118001400423
"Groupe générique : ECONAZOLE (NITRATE) 0,01 CREME"	DERMIQUE	P	"PEVARYL 0,01 CREME BOITE DE 1 TUBE DE 30 G"	MAPHAR	6118000012184
"Groupe générique : ECONAZOLE (NITRATE) 0,01 CREME"	DERMIQUE	G	"MYCODERME 0,01 CREME TUBE DE 40 G"	IBERMA	6118000230151
Groupe générique : EFAVIRENZ 200 MG GELULE	ORALE	G	AVIRANZ 200 MG GELULE BOITE DE 90	SUN PHARMA	6118001300273
Groupe générique : EFAVIRENZ 200 MG GELULE	ORALE	G	EFAVIR 200 MG GELULE BOITE DE 30	COOPER PHARMA	6118001100750
Groupe générique : ENALAPRIL (MALEATE) 20 MG COMPRIME ORODISPERSIBLE	ORALE	G	IPREL 20 MG COMPRIME ORODISPERSIBLE BOITE DE 10	ZENITH PHARMA	6118000332008
Groupe générique : ENALAPRIL (MALEATE) 20 MG COMPRIME ORODISPERSIBLE	ORALE	G	IPREL 20 MG COMPRIME ORODISPERSIBLE BOITE DE 30	ZENITH PHARMA	6118000332015
"Groupe générique : ENOXAPARINE (SODIQUE) 2000 UI ANTI XA / 0,2 ML SOLUTION INJECTABLE"	PARENTERALE	P	"LOVENOX 2000 UI ANTI XA / 0,2 ML SOLUTION INJECTABLE BOITE DE 2 SERINGUES"	SANOFI AVENTIS MAROC	6118001080496
"Groupe générique : ENOXAPARINE (SODIQUE) 2000 UI ANTI XA / 0,2 ML SOLUTION INJECTABLE"	PARENTERALE	P	"LOVENOX 2000 UI ANTI XA / 0,2 ML SOLUTION INJECTABLE BOITE DE 6 SERINGUES"	SANOFI AVENTIS MAROC	6118001080489
"Groupe générique : ENOXAPARINE (SODIQUE) 2000 UI ANTI XA / 0,2 ML SOLUTION INJECTABLE"	PARENTERALE	G	"NOVEX 2000 UI ANTI XA / 0,2 ML SOLUTION INJECTABLE BOITE DE 2 SERINGUES PRE-REMPLIES"	SOTHEMA	6118000021988
"Groupe générique : ENOXAPARINE (SODIQUE) 2000 UI ANTI XA / 0,2 ML SOLUTION INJECTABLE"	PARENTERALE	G	"NOVEX 2000 UI ANTI XA / 0,2 ML SOLUTION INJECTABLE BOITE DE 6 SERINGUES PRE-REMPLIES"	SOTHEMA	6118000021995
Groupe générique : EOSINE (DISODIQUE) 20 G SOLUTION	DERMIQUE	G	EOSINE PHARMA 20 G SOLUTION FLACON DE 1 L	PHARMA 5	-
Groupe générique : EOSINE (DISODIQUE) 20 G SOLUTION	DERMIQUE	G	EOSINE PHARMA 20 G SOLUTION FLACON DE 120 ML	PHARMA 5	-
Groupe générique : EOSINE (DISODIQUE) 20 G SOLUTION	DERMIQUE	G	EOSINE PHARMA 20 G SOLUTION FLACON DE 30 ML	PHARMA 5	-
Groupe générique : EOSINE (DISODIQUE) 20 G SOLUTION	DERMIQUE	G	EOSINE PHARMA 20 G SOLUTION FLACON DE 60 ML	PHARMA 5	-
Groupe générique : EOSINE (DISODIQUE) 20 G SOLUTION	DERMIQUE	G	EOSINE PHARMA 20 G SOLUTION FLACON DE 90 ML	PHARMA 5	-
Groupe générique : EPIRUBICINE (CHLORHYDRATE) 2 MG / ML SOLUTION A DILUER POUR PERFUSION	PARENTERALE	G	EPIRUBICINE EBEWE 2 MG / ML SOLUTION A DILUER POUR PERFUSION FLACON DE 25 ML	POLYMEDIC	6118001200719
Groupe générique : EPIRUBICINE (CHLORHYDRATE) 2 MG / ML SOLUTION A DILUER POUR PERFUSION	PARENTERALE	G	EPIRUBICINE EBEWE 2 MG / ML SOLUTION A DILUER POUR PERFUSION FLACON DE 5 ML	POLYMEDIC	6118001200702
Groupe générique : ERLOTINIB 150 MG COMPRIME PELLICULE	ORALE	P	TARCEVA 150 MG COMPRIME PELLICULE BOITE DE 30	ROCHE S.A	6118001050796
Groupe générique : ERLOTINIB 150 MG COMPRIME PELLICULE	ORALE	G	ERLOTIREL 150 MG COMPRIME PELLICULE BOITE DE 30	PHARMIS	6118001400379
Groupe générique : ERLOTINIB 150 MG COMPRIME PELLICULE	ORALE	G	ERLUNTAS 150 MG COMPRIME PELLICULE BOITE DE 1 FLACON DE 30	AMANYS PHARMA	6118001330874
Groupe générique : ERLOTINIB 150 MG COMPRIME PELLICULE	ORALE	G	MIRATA 150 MG COMPRIME PELLICULE BOITE DE 30	PROMOPHARM	6118001261338
Groupe générique : ERYTHROMYCINE 500 MG COMPRIME	ORALE	G	ERY 500 MG COMPRIME BOITE DE 20	PROMOPHARM	6118000240334
Groupe générique : ERYTHROMYCINE 500 MG COMPRIME	ORALE	G	MACROCID 500 MG COMPRIME BOITE DE 20	PHARMA 5	6118000090434
Groupe générique : ERYTHROMYCINE 500 MG COMPRIME	ORALE	G	RYBAC 500 MG COMPRIME BOITE DE 20	GALENICA	-
Groupe générique : ESCITALOPRAM 10 MG COMPRIME	ORALE	G	ESCIPLEX 10 MG COMPRIME BOITE DE 14	SOTHEMA	6118000022770
Groupe générique : ESCITALOPRAM 10 MG COMPRIME	ORALE	G	ESCIPLEX 10 MG COMPRIME BOITE DE 28	SOTHEMA	6118000022787
Groupe générique : ESCITALOPRAM OXALATE 10 MG COMPRIME PELLICULE	ORALE	G	IXALIO 10 MG COMPRIME PELLICULE BOITE DE 10	SUN PHARMACEUTICALS NORTH AFRICA SA	6118000440369
Groupe générique : ESCITALOPRAM OXALATE 10 MG COMPRIME PELLICULE	ORALE	G	IXALIO 10 MG COMPRIME PELLICULE BOITE DE 30	SUN PHARMACEUTICALS NORTH AFRICA SA	6118000440383
Groupe générique : ESCITALOPRAM OXALATE 10 MG COMPRIME PELLICULE	ORALE	G	SIPERAM 10 MG COMPRIME PELLICULE BOITE DE 30	COOPER PHARMA	6118001102938
Groupe générique : ESOMEPRAZOLE 20 MG COMPRIME PELICULLE GASTRO-RESISTANT	ORALE	G	OLEDIZ 20 MG COMPRIME PELICULLE GASTRO-RESISTANT BOITE DE 14	SOTHEMA	6118001072835
Groupe générique : ESOMEPRAZOLE 20 MG COMPRIME PELICULLE GASTRO-RESISTANT	ORALE	G	OLEDIZ 20 MG COMPRIME PELICULLE GASTRO-RESISTANT BOITE DE 28	SOTHEMA	6118001072842
Groupe générique : ESOMEPRAZOLE 20 MG COMPRIME PELICULLE GASTRO-RESISTANT	ORALE	G	OLEDIZ 20 MG COMPRIME PELICULLE GASTRO-RESISTANT BOITE DE 7	SOTHEMA	6118001072828
Groupe générique : ESOMEPRAZOLE MAGNESIUM 20 MG COMPRIME GASTRO-RESISTANT	ORALE	G	RACIPER 20 MG COMPRIME GASTRO-RESISTANT BOITE DE 14	SUN PHARMA	6118001300716
